duelist_id,rank,card_id,weight
3,BCD,333,36
3,BCD,343,16
3,BCD,410,44
3,BCD,420,44
3,BCD,422,44
3,BCD,436,44
3,BCD,444,44
3,BCD,485,44
3,BCD,486,44
3,BCD,488,44
3,BCD,492,44
3,BCD,501,44
3,BCD,516,44
3,BCD,524,44
3,BCD,549,44
3,BCD,558,44
3,BCD,563,44
3,BCD,579,44
3,BCD,588,2
3,BCD,589,44
3,BCD,598,44
3,BCD,611,44
3,BCD,651,34
3,BCD,677,18
3,BCD,681,18
3,BCD,690,18
3,SATec,16,60
3,SATec,20,4
3,SATec,50,40
3,SATec,104,40
3,SATec,105,40
3,SATec,122,40
3,SATec,130,40
3,SATec,135,40
3,SATec,137,40
3,SATec,152,40
3,SATec,154,40
3,SATec,174,40
3,SATec,182,40
3,SATec,185,40
3,SATec,191,40
3,SATec,197,40
3,SATec,202,40
3,SATec,207,40
3,SATec,210,40
3,SATec,214,40
3,SATec,237,40
3,SATec,242,42
3,SATec,245,42
3,SATec,268,42
3,SATec,301,16
3,SATec,302,16
3,SATec,310,16
3,SATec,311,16
3,SATec,333,36
3,SATec,336,16
3,SATec,343,16
3,SATec,344,18
3,SATec,410,42
3,SATec,420,42
3,SATec,422,42
3,SATec,436,42
3,SATec,444,42
3,SATec,485,42
3,SATec,486,42
3,SATec,488,42
3,SATec,492,42
3,SATec,501,42
3,SATec,516,42
3,SATec,524,42
3,SATec,549,42
3,SATec,558,42
3,SATec,563,42
3,SATec,579,42
3,SATec,589,42
3,SATec,598,42
3,SATec,611,42
3,SATec,651,35
3,SATec,654,35
3,SATec,677,16
3,SATec,679,16
3,SATec,681,16
3,SATec,683,16
3,SATec,690,16
4,SAPow,9,74
4,SAPow,20,6
4,SAPow,24,74
4,SAPow,58,74
4,SAPow,112,12
4,SAPow,123,74
4,SAPow,146,12
4,SAPow,153,12
4,SAPow,165,12
4,SAPow,167,74
4,SAPow,192,74
4,SAPow,234,12
4,SAPow,241,12
4,SAPow,289,74
4,SAPow,307,16
4,SAPow,332,32
4,SAPow,338,32
4,SAPow,387,74
4,SAPow,393,74
4,SAPow,395,74
4,SAPow,397,74
4,SAPow,398,74
4,SAPow,399,74
4,SAPow,402,74
4,SAPow,411,74
4,SAPow,435,12
4,SAPow,450,12
4,SAPow,469,74
4,SAPow,475,74
4,SAPow,480,12
4,SAPow,484,74
4,SAPow,502,12
4,SAPow,504,74
4,SAPow,527,74
4,SAPow,547,74
4,SAPow,548,74
4,SAPow,558,74
4,SAPow,570,10
4,SAPow,580,8
4,SAPow,635,74
4,SAPow,655,16
4,SAPow,681,16
4,SAPow,690,16
4,BCD,9,76
4,BCD,20,6
4,BCD,24,76
4,BCD,58,76
4,BCD,123,76
4,BCD,167,76
4,BCD,192,76
4,BCD,289,76
4,BCD,307,18
4,BCD,323,18
4,BCD,332,35
4,BCD,338,35
4,BCD,339,35
4,BCD,345,18
4,BCD,350,35
4,BCD,387,76
4,BCD,393,76
4,BCD,395,75
4,BCD,397,75
4,BCD,398,75
4,BCD,399,75
4,BCD,402,75
4,BCD,411,75
4,BCD,469,75
4,BCD,475,75
4,BCD,484,75
4,BCD,504,72
4,BCD,527,72
4,BCD,547,72
4,BCD,548,72
4,BCD,558,72
4,BCD,635,75
4,BCD,655,18
4,BCD,681,18
4,BCD,690,18
4,SATec,9,60
4,SATec,20,6
4,SATec,24,60
4,SATec,58,60
4,SATec,123,60
4,SATec,167,60
4,SATec,192,60
4,SATec,289,60
4,SATec,307,16
4,SATec,308,16
4,SATec,309,16
4,SATec,311,16
4,SATec,312,16
4,SATec,323,16
4,SATec,327,16
4,SATec,332,32
4,SATec,336,18
4,SATec,338,32
4,SATec,339,32
4,SATec,340,32
4,SATec,345,18
4,SATec,350,32
4,SATec,387,60
4,SATec,393,60
4,SATec,395,60
4,SATec,397,60
4,SATec,398,60
4,SATec,399,60
4,SATec,402,60
4,SATec,411,60
4,SATec,469,60
4,SATec,475,60
4,SATec,484,60
4,SATec,504,60
4,SATec,527,60
4,SATec,547,60
4,SATec,548,60
4,SATec,558,60
4,SATec,635,60
4,SATec,655,20
4,SATec,665,12
4,SATec,666,12
4,SATec,671,12
4,SATec,673,12
4,SATec,674,12
4,SATec,676,12
4,SATec,677,12
4,SATec,678,12
4,SATec,679,12
4,SATec,680,12
4,SATec,681,24
4,SATec,690,22
4,SATec,691,12
4,SATec,692,12
4,SATec,693,12
4,SATec,694,12
4,SATec,695,12
4,SATec,697,12
4,SATec,698,12
4,SATec,699,12
4,SATec,700,12
5,SAPow,9,15
5,SAPow,10,15
5,SAPow,19,6
5,SAPow,23,15
5,SAPow,24,15
5,SAPow,25,15
5,SAPow,30,30
5,SAPow,34,15
5,SAPow,36,15
5,SAPow,40,15
5,SAPow,45,15
5,SAPow,53,15
5,SAPow,59,15
5,SAPow,61,15
5,SAPow,65,15
5,SAPow,80,15
5,SAPow,96,15
5,SAPow,97,15
5,SAPow,98,15
5,SAPow,102,10
5,SAPow,103,15
5,SAPow,108,15
5,SAPow,109,15
5,SAPow,110,15
5,SAPow,115,15
5,SAPow,118,15
5,SAPow,119,15
5,SAPow,120,15
5,SAPow,121,15
5,SAPow,132,30
5,SAPow,135,15
5,SAPow,138,15
5,SAPow,139,15
5,SAPow,140,30
5,SAPow,141,15
5,SAPow,152,15
5,SAPow,154,15
5,SAPow,162,15
5,SAPow,164,15
5,SAPow,167,15
5,SAPow,169,15
5,SAPow,171,15
5,SAPow,172,15
5,SAPow,177,15
5,SAPow,181,15
5,SAPow,191,15
5,SAPow,196,30
5,SAPow,197,15
5,SAPow,199,15
5,SAPow,201,15
5,SAPow,203,15
5,SAPow,205,15
5,SAPow,206,15
5,SAPow,211,15
5,SAPow,215,15
5,SAPow,219,15
5,SAPow,220,15
5,SAPow,221,15
5,SAPow,225,15
5,SAPow,227,15
5,SAPow,228,15
5,SAPow,231,15
5,SAPow,233,15
5,SAPow,236,15
5,SAPow,237,15
5,SAPow,238,10
5,SAPow,243,15
5,SAPow,244,15
5,SAPow,246,15
5,SAPow,248,15
5,SAPow,250,15
5,SAPow,251,15
5,SAPow,256,15
5,SAPow,257,30
5,SAPow,258,30
5,SAPow,259,15
5,SAPow,262,15
5,SAPow,263,30
5,SAPow,265,15
5,SAPow,269,15
5,SAPow,270,15
5,SAPow,272,15
5,SAPow,273,15
5,SAPow,274,15
5,SAPow,276,15
5,SAPow,280,15
5,SAPow,289,15
5,SAPow,290,15
5,SAPow,291,15
5,SAPow,292,15
5,SAPow,293,15
5,SAPow,294,15
5,SAPow,296,15
5,SAPow,335,24
5,SAPow,393,14
5,SAPow,394,10
5,SAPow,398,15
5,SAPow,406,15
5,SAPow,414,15
5,SAPow,432,15
5,SAPow,444,15
5,SAPow,446,15
5,SAPow,451,15
5,SAPow,452,15
5,SAPow,461,15
5,SAPow,463,15
5,SAPow,484,15
5,SAPow,496,15
5,SAPow,503,15
5,SAPow,514,15
5,SAPow,516,15
5,SAPow,524,15
5,SAPow,548,15
5,SAPow,549,15
5,SAPow,552,15
5,SAPow,556,15
5,SAPow,558,15
5,SAPow,567,14
5,SAPow,576,14
5,SAPow,584,14
5,SAPow,586,10
5,SAPow,591,14
5,SAPow,592,10
5,SAPow,601,14
5,SAPow,602,14
5,SAPow,605,14
5,SAPow,606,14
5,SAPow,608,14
5,SAPow,610,2
5,SAPow,620,14
5,SAPow,629,14
5,SAPow,642,14
5,SAPow,643,14
5,BCD,9,26
5,BCD,19,12
5,BCD,24,26
5,BCD,40,26
5,BCD,45,26
5,BCD,61,26
5,BCD,65,26
5,BCD,96,26
5,BCD,97,26
5,BCD,98,26
5,BCD,102,12
5,BCD,108,26
5,BCD,118,26
5,BCD,135,26
5,BCD,138,26
5,BCD,139,26
5,BCD,140,26
5,BCD,141,26
5,BCD,152,26
5,BCD,154,26
5,BCD,162,26
5,BCD,167,26
5,BCD,169,26
5,BCD,172,26
5,BCD,177,26
5,BCD,181,26
5,BCD,191,26
5,BCD,197,26
5,BCD,199,26
5,BCD,203,26
5,BCD,205,26
5,BCD,206,26
5,BCD,211,26
5,BCD,215,26
5,BCD,219,26
5,BCD,227,26
5,BCD,228,26
5,BCD,231,26
5,BCD,237,26
5,BCD,238,12
5,BCD,243,26
5,BCD,244,26
5,BCD,250,26
5,BCD,257,26
5,BCD,259,26
5,BCD,262,26
5,BCD,265,26
5,BCD,269,26
5,BCD,270,26
5,BCD,276,26
5,BCD,289,26
5,BCD,292,26
5,BCD,296,26
5,BCD,304,30
5,BCD,335,60
5,BCD,393,26
5,BCD,394,12
5,BCD,398,26
5,BCD,432,26
5,BCD,444,26
5,BCD,446,26
5,BCD,451,26
5,BCD,452,26
5,BCD,461,26
5,BCD,463,26
5,BCD,484,25
5,BCD,503,25
5,BCD,516,25
5,BCD,524,25
5,BCD,548,25
5,BCD,549,25
5,BCD,556,25
5,BCD,558,25
5,BCD,586,12
5,BCD,591,25
5,BCD,592,12
5,BCD,602,25
5,BCD,605,25
5,BCD,606,25
5,BCD,610,2
5,BCD,629,25
5,BCD,642,25
5,SATec,9,25
5,SATec,19,12
5,SATec,24,25
5,SATec,45,25
5,SATec,96,25
5,SATec,97,25
5,SATec,98,25
5,SATec,102,12
5,SATec,108,25
5,SATec,135,25
5,SATec,139,25
5,SATec,152,23
5,SATec,154,23
5,SATec,167,23
5,SATec,177,23
5,SATec,191,23
5,SATec,197,23
5,SATec,199,23
5,SATec,203,23
5,SATec,205,23
5,SATec,206,23
5,SATec,211,23
5,SATec,215,23
5,SATec,227,23
5,SATec,228,23
5,SATec,237,23
5,SATec,238,12
5,SATec,243,23
5,SATec,244,23
5,SATec,259,23
5,SATec,262,23
5,SATec,265,23
5,SATec,270,23
5,SATec,289,23
5,SATec,292,23
5,SATec,304,32
5,SATec,305,32
5,SATec,316,32
5,SATec,319,32
5,SATec,321,32
5,SATec,326,32
5,SATec,330,33
5,SATec,333,33
5,SATec,335,33
5,SATec,336,32
5,SATec,338,34
5,SATec,339,32
5,SATec,340,32
5,SATec,345,32
5,SATec,350,32
5,SATec,393,23
5,SATec,394,12
5,SATec,398,23
5,SATec,432,23
5,SATec,444,23
5,SATec,446,23
5,SATec,451,23
5,SATec,452,23
5,SATec,461,23
5,SATec,463,23
5,SATec,484,23
5,SATec,503,23
5,SATec,516,23
5,SATec,524,23
5,SATec,548,23
5,SATec,549,23
5,SATec,556,23
5,SATec,558,23
5,SATec,586,10
5,SATec,591,23
5,SATec,592,10
5,SATec,602,23
5,SATec,605,23
5,SATec,606,23
5,SATec,610,2
5,SATec,652,32
5,SATec,655,32
5,SATec,683,32
5,SATec,684,32
5,SATec,687,32
5,SATec,688,32
5,SATec,690,32
5,SATec,693,32
6,SAPow,4,14
6,SAPow,9,14
6,SAPow,20,6
6,SAPow,23,14
6,SAPow,24,14
6,SAPow,30,28
6,SAPow,34,14
6,SAPow,40,14
6,SAPow,45,14
6,SAPow,47,14
6,SAPow,53,14
6,SAPow,59,14
6,SAPow,61,14
6,SAPow,65,14
6,SAPow,96,14
6,SAPow,97,14
6,SAPow,98,14
6,SAPow,103,14
6,SAPow,108,14
6,SAPow,109,14
6,SAPow,110,14
6,SAPow,118,14
6,SAPow,119,14
6,SAPow,120,14
6,SAPow,132,28
6,SAPow,133,14
6,SAPow,135,14
6,SAPow,138,14
6,SAPow,139,14
6,SAPow,140,26
6,SAPow,141,14
6,SAPow,142,14
6,SAPow,152,14
6,SAPow,154,14
6,SAPow,155,14
6,SAPow,162,14
6,SAPow,167,14
6,SAPow,169,14
6,SAPow,171,14
6,SAPow,172,13
6,SAPow,177,28
6,SAPow,178,13
6,SAPow,180,13
6,SAPow,181,13
6,SAPow,190,13
6,SAPow,191,13
6,SAPow,196,28
6,SAPow,197,13
6,SAPow,199,13
6,SAPow,201,13
6,SAPow,203,13
6,SAPow,205,13
6,SAPow,206,13
6,SAPow,211,13
6,SAPow,215,28
6,SAPow,219,13
6,SAPow,221,13
6,SAPow,225,13
6,SAPow,227,13
6,SAPow,228,28
6,SAPow,231,13
6,SAPow,236,13
6,SAPow,237,13
6,SAPow,243,13
6,SAPow,244,28
6,SAPow,246,13
6,SAPow,248,13
6,SAPow,250,13
6,SAPow,251,13
6,SAPow,253,13
6,SAPow,256,13
6,SAPow,257,28
6,SAPow,258,28
6,SAPow,260,13
6,SAPow,262,13
6,SAPow,263,28
6,SAPow,264,13
6,SAPow,265,13
6,SAPow,269,13
6,SAPow,270,28
6,SAPow,272,13
6,SAPow,273,13
6,SAPow,274,13
6,SAPow,276,13
6,SAPow,279,13
6,SAPow,282,13
6,SAPow,283,13
6,SAPow,289,13
6,SAPow,290,13
6,SAPow,292,13
6,SAPow,293,13
6,SAPow,294,13
6,SAPow,295,13
6,SAPow,296,13
6,SAPow,298,13
6,SAPow,335,36
6,SAPow,393,13
6,SAPow,394,12
6,SAPow,398,13
6,SAPow,414,13
6,SAPow,432,28
6,SAPow,444,13
6,SAPow,446,28
6,SAPow,451,13
6,SAPow,452,13
6,SAPow,461,26
6,SAPow,463,13
6,SAPow,478,13
6,SAPow,484,13
6,SAPow,496,13
6,SAPow,503,13
6,SAPow,516,13
6,SAPow,524,13
6,SAPow,548,13
6,SAPow,549,13
6,SAPow,552,13
6,SAPow,556,13
6,SAPow,558,13
6,SAPow,567,14
6,SAPow,568,13
6,SAPow,573,13
6,SAPow,576,14
6,SAPow,584,14
6,SAPow,585,13
6,SAPow,588,12
6,SAPow,591,13
6,SAPow,592,12
6,SAPow,601,13
6,SAPow,602,13
6,SAPow,605,13
6,SAPow,606,13
6,SAPow,612,13
6,SAPow,620,14
6,SAPow,629,14
6,SAPow,642,14
6,SAPow,652,18
6,BCD,4,18
6,BCD,9,18
6,BCD,20,8
6,BCD,24,18
6,BCD,40,18
6,BCD,45,18
6,BCD,47,18
6,BCD,59,18
6,BCD,61,18
6,BCD,65,18
6,BCD,96,18
6,BCD,97,18
6,BCD,98,18
6,BCD,108,18
6,BCD,118,18
6,BCD,133,18
6,BCD,135,18
6,BCD,138,18
6,BCD,139,18
6,BCD,140,36
6,BCD,141,18
6,BCD,142,18
6,BCD,152,18
6,BCD,154,18
6,BCD,155,18
6,BCD,162,18
6,BCD,167,18
6,BCD,169,18
6,BCD,172,18
6,BCD,177,24
6,BCD,178,18
6,BCD,180,18
6,BCD,181,18
6,BCD,190,18
6,BCD,191,18
6,BCD,197,18
6,BCD,199,18
6,BCD,203,18
6,BCD,205,18
6,BCD,206,18
6,BCD,211,18
6,BCD,215,36
6,BCD,219,18
6,BCD,227,18
6,BCD,228,36
6,BCD,231,18
6,BCD,237,18
6,BCD,243,18
6,BCD,244,36
6,BCD,250,18
6,BCD,253,18
6,BCD,257,36
6,BCD,260,18
6,BCD,262,18
6,BCD,263,36
6,BCD,264,18
6,BCD,265,18
6,BCD,269,18
6,BCD,270,36
6,BCD,276,18
6,BCD,279,18
6,BCD,282,18
6,BCD,283,18
6,BCD,289,18
6,BCD,292,18
6,BCD,295,18
6,BCD,296,18
6,BCD,298,18
6,BCD,304,24
6,BCD,335,48
6,BCD,393,16
6,BCD,394,16
6,BCD,398,18
6,BCD,432,36
6,BCD,444,18
6,BCD,446,36
6,BCD,451,18
6,BCD,452,18
6,BCD,461,36
6,BCD,463,18
6,BCD,478,18
6,BCD,484,18
6,BCD,503,18
6,BCD,516,18
6,BCD,524,18
6,BCD,548,18
6,BCD,549,18
6,BCD,556,18
6,BCD,558,18
6,BCD,568,18
6,BCD,573,18
6,BCD,585,18
6,BCD,588,16
6,BCD,591,18
6,BCD,592,16
6,BCD,602,18
6,BCD,605,18
6,BCD,606,18
6,BCD,612,18
6,BCD,629,18
6,BCD,642,18
6,BCD,652,26
6,SATec,4,15
6,SATec,9,15
6,SATec,20,4
6,SATec,24,15
6,SATec,45,15
6,SATec,47,15
6,SATec,96,15
6,SATec,97,15
6,SATec,98,17
6,SATec,108,17
6,SATec,133,17
6,SATec,135,17
6,SATec,139,17
6,SATec,140,20
6,SATec,142,17
6,SATec,152,17
6,SATec,154,17
6,SATec,155,17
6,SATec,167,17
6,SATec,177,26
6,SATec,178,16
6,SATec,180,16
6,SATec,190,16
6,SATec,191,16
6,SATec,197,16
6,SATec,199,16
6,SATec,203,16
6,SATec,205,16
6,SATec,206,16
6,SATec,211,16
6,SATec,215,26
6,SATec,227,16
6,SATec,228,26
6,SATec,237,16
6,SATec,243,16
6,SATec,244,26
6,SATec,253,16
6,SATec,260,16
6,SATec,264,16
6,SATec,265,16
6,SATec,270,26
6,SATec,279,16
6,SATec,282,16
6,SATec,283,16
6,SATec,289,16
6,SATec,290,16
6,SATec,292,16
6,SATec,295,16
6,SATec,298,16
6,SATec,304,32
6,SATec,306,32
6,SATec,317,32
6,SATec,319,32
6,SATec,321,32
6,SATec,326,32
6,SATec,331,32
6,SATec,334,32
6,SATec,335,48
6,SATec,336,32
6,SATec,338,32
6,SATec,339,32
6,SATec,340,32
6,SATec,345,32
6,SATec,350,32
6,SATec,393,16
6,SATec,394,12
6,SATec,398,16
6,SATec,432,26
6,SATec,444,16
6,SATec,446,26
6,SATec,451,16
6,SATec,452,16
6,SATec,461,26
6,SATec,463,16
6,SATec,478,16
6,SATec,484,16
6,SATec,503,16
6,SATec,516,16
6,SATec,524,16
6,SATec,548,16
6,SATec,549,16
6,SATec,556,16
6,SATec,558,16
6,SATec,568,16
6,SATec,573,16
6,SATec,585,16
6,SATec,588,12
6,SATec,591,16
6,SATec,592,12
6,SATec,602,16
6,SATec,605,16
6,SATec,606,16
6,SATec,612,16
6,SATec,652,26
6,SATec,655,23
6,SATec,683,32
6,SATec,684,32
6,SATec,687,32
6,SATec,688,32
6,SATec,690,32
6,SATec,693,32
7,SAPow,8,44
7,SAPow,19,5
7,SAPow,40,21
7,SAPow,50,20
7,SAPow,75,116
7,SAPow,76,44
7,SAPow,98,20
7,SAPow,101,44
7,SAPow,104,20
7,SAPow,107,20
7,SAPow,122,20
7,SAPow,123,20
7,SAPow,130,20
7,SAPow,133,20
7,SAPow,134,20
7,SAPow,135,20
7,SAPow,137,20
7,SAPow,145,20
7,SAPow,152,20
7,SAPow,154,20
7,SAPow,157,44
7,SAPow,158,44
7,SAPow,159,20
7,SAPow,174,20
7,SAPow,176,44
7,SAPow,179,20
7,SAPow,180,20
7,SAPow,182,20
7,SAPow,183,20
7,SAPow,185,20
7,SAPow,191,20
7,SAPow,195,20
7,SAPow,198,20
7,SAPow,200,20
7,SAPow,202,20
7,SAPow,203,20
7,SAPow,207,21
7,SAPow,209,21
7,SAPow,210,38
7,SAPow,211,21
7,SAPow,212,21
7,SAPow,214,21
7,SAPow,222,21
7,SAPow,227,21
7,SAPow,229,21
7,SAPow,232,21
7,SAPow,237,21
7,SAPow,242,21
7,SAPow,245,21
7,SAPow,254,21
7,SAPow,261,21
7,SAPow,268,21
7,SAPow,273,21
7,SAPow,274,21
7,SAPow,285,21
7,SAPow,291,21
7,SAPow,292,21
7,SAPow,330,34
7,SAPow,343,16
7,SAPow,420,21
7,SAPow,452,21
7,SAPow,476,21
7,SAPow,486,21
7,SAPow,488,21
7,SAPow,492,21
7,SAPow,501,21
7,SAPow,506,21
7,SAPow,510,44
7,SAPow,524,21
7,SAPow,536,21
7,SAPow,540,21
7,SAPow,544,21
7,SAPow,547,21
7,SAPow,549,21
7,SAPow,556,21
7,SAPow,567,21
7,SAPow,579,44
7,SAPow,589,44
7,SAPow,591,21
7,SAPow,598,21
7,SAPow,602,21
7,SAPow,609,21
7,SAPow,611,21
7,SAPow,620,21
7,BCD,8,42
7,BCD,19,5
7,BCD,50,21
7,BCD,75,115
7,BCD,98,21
7,BCD,101,42
7,BCD,104,21
7,BCD,107,21
7,BCD,122,21
7,BCD,123,21
7,BCD,130,21
7,BCD,133,21
7,BCD,134,21
7,BCD,135,21
7,BCD,137,21
7,BCD,145,21
7,BCD,152,21
7,BCD,154,21
7,BCD,157,42
7,BCD,158,42
7,BCD,159,21
7,BCD,174,21
7,BCD,176,38
7,BCD,179,21
7,BCD,180,21
7,BCD,182,21
7,BCD,183,21
7,BCD,185,21
7,BCD,191,21
7,BCD,195,21
7,BCD,198,21
7,BCD,200,21
7,BCD,202,21
7,BCD,203,21
7,BCD,207,21
7,BCD,209,21
7,BCD,210,41
7,BCD,211,21
7,BCD,212,21
7,BCD,214,21
7,BCD,222,21
7,BCD,227,21
7,BCD,229,21
7,BCD,232,21
7,BCD,237,21
7,BCD,242,21
7,BCD,245,22
7,BCD,254,22
7,BCD,261,22
7,BCD,268,22
7,BCD,285,22
7,BCD,292,22
7,BCD,302,18
7,BCD,308,18
7,BCD,330,35
7,BCD,343,18
7,BCD,344,18
7,BCD,420,22
7,BCD,452,22
7,BCD,476,22
7,BCD,486,22
7,BCD,488,22
7,BCD,492,22
7,BCD,501,22
7,BCD,506,22
7,BCD,510,44
7,BCD,524,22
7,BCD,536,22
7,BCD,540,22
7,BCD,544,22
7,BCD,547,22
7,BCD,549,22
7,BCD,556,22
7,BCD,579,44
7,BCD,589,44
7,BCD,591,22
7,BCD,598,22
7,BCD,602,22
7,BCD,609,22
7,BCD,611,22
7,BCD,677,18
7,BCD,682,18
7,BCD,683,18
7,BCD,687,18
7,SATec,8,40
7,SATec,19,5
7,SATec,50,17
7,SATec,75,100
7,SATec,98,19
7,SATec,101,40
7,SATec,104,19
7,SATec,107,19
7,SATec,122,19
7,SATec,123,19
7,SATec,130,19
7,SATec,133,19
7,SATec,134,19
7,SATec,135,19
7,SATec,137,19
7,SATec,145,20
7,SATec,152,19
7,SATec,154,19
7,SATec,157,38
7,SATec,158,38
7,SATec,159,18
7,SATec,174,18
7,SATec,176,38
7,SATec,179,18
7,SATec,180,18
7,SATec,182,18
7,SATec,183,18
7,SATec,185,18
7,SATec,191,18
7,SATec,195,18
7,SATec,198,18
7,SATec,200,18
7,SATec,202,18
7,SATec,203,18
7,SATec,207,18
7,SATec,209,18
7,SATec,210,38
